BASE_YM,CTNP_NM,SGGU_NM,TRDAR_NM,MLE_Y20_BELO_SELG_AMNT,MLE_Y20_SELG_AMNT,MLE_Y30_SELG_AMNT,MLE_Y40_SELG_AMNT,MLE_Y50_SELG_AMNT,MLE_Y60_ANM_SELG_AMNT,WO_Y20_BELO_SELG_AMNT,WO_Y20_SELG_AMNT,WO_Y30_SELG_AMNT,WO_Y40_SELG_AMNT,WO_Y50_SELG_AMNT,WO_Y60_ANM_SELG_AMNT
202308,서울특별시,종로구,혜화역 대학로_1,2656626,324411790,637820088,626873962,567502249,227305312,4566581,473811802,860773168,842316652,759977415,260682704
202312,서울특별시,종로구,혜화역 대학로_1,5494606,437216588,825968166,786572238,830652930,352140712,8808141,560857757,1018082915,864136021,900945496,328941139
202401,서울특별시,구로구,구로기계공구상_2,241883,10955578,51613347,97782957,115832641,90788302,183313,7299092,26427225,58292078,64299606,45785902
202309,서울특별시,강남구,대치역_1,2626398,9840485,43807714,114715784,129841355,70340939,2988866,7909722,35040101,112984752,129834414,60478103
202309,서울특별시,강남구,한티역,23066269,141851845,518597725,1331035144,1301682922,376434356,24997288,131220985,412368724,1147290767,1117928253,310259460
202310,서울특별시,동작구,총신대입구역_1,3331234,680542557,1742650543,1518161886,1449624110,1160204998,2641894,433462167,1106457535,954431094,952515706,804024165
202405,서울특별시,노원구,노원역_1,420370,74463209,281742179,374897317,427174434,194378258,582561,57708105,215769486,291658729,328003898,159964590
202401,서울특별시,관악구,신림역_2,1623306,137868693,291089462,179912400,145844310,81157439,1630789,105148091,225801389,125927486,115312604,70624586
202311,서울특별시,관악구,신림역_4,407339,521551365,1068124738,801527223,646156681,347369058,350452,315234425,539655923,362352100,320131937,220601082
202311,서울특별시,송파구,가락시장역,1306767,266289369,918923091,1082117909,796104280,486665039,727982,103967508,320949612,398153945,316290052,219371954
202309,서울특별시,강남구,압구정 로데오거리_1,2957,249118393,1464277632,1549815343,1282679946,287714908,2906,130989113,670098846,565876838,307770768,157922868
202401,서울특별시,강남구,은마아파트입구사거리_1,12564416,20576214,40636432,198278900,243262222,45087211,14274066,18902528,33552160,177865988,230293722,39003616
202403,서울특별시,서초구,방배역,3157861,154952110,561114567,704373317,736028149,478855702,2146444,117844926,406238496,523528630,591684627,364899500
202307,서울특별시,강서구,강서구청,834624,523730443,1553811220,1820037625,1226496839,713541787,728404,290938562,760253041,780093952,551102286,350026581
202307,서울특별시,양천구,오목교역,585822,253025655,483862302,886589878,547582576,171747012,586243,172005114,293696959,416162699,318955748,76084064
202311,서울특별시,양천구,오목교역,1123192,192717353,495609966,546285802,405829745,79424867,963125,115939866,241350923,277531710,226681789,42594123
202311,서울특별시,강남구,은마아파트입구사거리_4,1618588,2170391,20591990,78817261,49231760,17086618,2391396,3298109,30955723,123322028,73740556,22626401
202405,서울특별시,금천구,가산디지털단지역_3,458444,814888764,2665504069,2497538986,1705187311,766509127,467010,465352718,1466369207,1279267449,845806421,379552352
202406,서울특별시,강남구,강남구청역_2,255654,270770516,1427323567,1214422369,969576959,402523816,273165,198981968,912493072,645743499,424754417,190487278
202404,서울특별시,강남구,학동사거리_1,767,133304021,1070265213,1755148969,1105335605,601298619,1392,81683284,569815351,598451468,463736028,273187154
202406,서울특별시,중구,롯데백화점 본점,28,23325763,138452467,143288633,99923330,37112565,12,26779298,141373687,146867171,92285377,30041773
202312,서울특별시,중구,롯데백화점 본점,205993,31540778,134457838,184123468,174968393,56600083,124089,25325313,101363620,111856576,91542206,28981889
202307,서울특별시,강동구,명일역,2014366,143322550,589398014,909685448,809826610,522976014,1419966,111550428,450880159,727451456,592407077,347634967
202309,서울특별시,강동구,명일역,2362182,134880992,561736749,963591532,794035607,491123890,1939879,96958865,412024517,647546354,532801095,330542978
202406,서울특별시,마포구,홍익대학교,19877095,5662220767,8901263094,4380116992,3617389967,1260041560,20403663,4665882217,7118521713,3435076952,3061979839,1060343263
202405,서울특별시,영등포구,영등포구청역,213649,280548098,1285536576,965681523,925658924,393977602,245636,170525056,719059603,534095874,454824558,217745090
202401,서울특별시,강남구,청담사거리_2,292616,29703979,212603698,228343603,192906577,127364842,133028,14866261,90207070,100741565,92187118,38861862
202403,서울특별시,강서구,발산역,2563254,113947538,417111268,633370241,592868272,348524117,2249102,87645148,302100635,430424699,404805695,245555262
202312,서울특별시,강서구,발산역,4017049,137539317,468130413,646482688,600234591,374027750,4292111,102629665,316887495,408114780,392606026,243641899
202309,서울특별시,구로구,개봉동 현대아파트,233989,44225012,162296181,264296481,230272063,226854733,240720,41792336,138891274,219612839,215547215,198215984
202401,서울특별시,영등포구,영등포역_1,61709,34706381,114532934,79980802,77907067,59478192,105391,27149164,82429728,59355448,56243823,47412991
202308,서울특별시,강남구,선정릉역_2,219072,101370525,429994743,450753865,382263590,135661401,133973,69956129,247485891,217118834,175785776,52987044
202406,서울특별시,서초구,교대역_3,0,11398541,94089188,182054059,297207302,427449754,0,5543188,38275114,71637325,96072371,136585297
202308,서울특별시,강남구,압구정역,5011857,303580579,1593836376,2145798380,1640258534,794211133,5518390,170085012,812076484,1008347055,765349599,479543906
202307,서울특별시,관악구,대학동,1075078,141561937,351162100,363556742,378966955,180309843,668665,91895772,211423040,166468581,224170911,113090733
202311,서울특별시,서대문구,서대문역_2,1007873,213369254,867335205,1455281122,1044522366,373638778,1019170,135666788,663393133,783032063,548025610,193407691
202307,서울특별시,중구,충무로역_1,1334360,313521076,923288861,875379560,759800849,438373631,585129,190012814,544271021,476519421,403372273,229733402
202311,서울특별시,서초구,교대역_2,693231,188046076,838078060,1234917022,1278875085,728208136,530779,120682022,415550038,506212305,524129359,311805761
202403,서울특별시,강남구,학동사거리_2,0,31656433,254730449,335984138,300313303,103719397,0,19927547,150398385,179624682,123135666,48558675
202401,서울특별시,구로구,구로중앙유통단지,0,16482787,142266975,358510756,338560336,301512655,0,4206843,31537609,77571323,61668848,58038335
202307,서울특별시,강남구,매봉역,98202,185843238,807809999,1162725720,1186150852,623177173,50522,89097669,380795926,510325943,501256152,285485741
202309,서울특별시,종로구,종로3가역_3,64,62113426,175257721,80242676,105566556,55998519,56,92093005,216632941,100396384,104970940,37958632
202406,서울특별시,중구,을지로3가역_2,0,385866169,1126980968,928825370,634881073,338883496,0,241198988,694924981,536344703,353368201,187888399
202401,서울특별시,성동구,왕십리역_2,0,187112855,812274310,677423770,705493811,309430919,0,120911651,430073038,333025608,338076549,179720274
202405,서울특별시,구로구,구로기계공구상_1,541630,28341509,108086458,247079300,265850963,221589251,399513,17193521,61622889,111623645,124554719,97605319
202401,서울특별시,강남구,선정릉역_1,0,7986845,168452199,196500662,186602340,211481622,0,4355826,93782177,115979729,115702644,106900405
202312,서울특별시,강남구,선정릉역_1,0,42257504,181293654,317853333,321282796,210761529,0,15146398,76434721,127828307,113327956,110492095
202404,서울특별시,서초구,뱅뱅사거리_3,1173765,48383652,282389314,450203934,426101994,166790317,602729,24486571,136077568,167144854,141582660,79314324
202311,서울특별시,서초구,뱅뱅사거리_3,815219,60894589,327857735,550702178,543275463,221554811,291951,28669336,143113526,184696729,151966979,76908905
202310,서울특별시,중구,북창동,948052,253287355,1246081326,2041355757,1619953680,453253852,902886,134273933,580630122,768307723,521772576,167646693
202406,서울특별시,구로구,신도림역,1168260,298228733,1105694580,1014941590,823754953,423186665,1069405,237147223,907318346,876025860,688421129,370578141
202308,서울특별시,구로구,신도림역,832169,415258038,1272437728,1161500747,968253548,471616540,929644,314438114,988405308,936495482,768651888,386230687
202307,서울특별시,강동구,천호역_1,2297354,564953630,1408508290,1041911887,805762713,405913822,2855246,398780174,909050800,697677845,525771796,265751748
202311,서울특별시,강북구,수유역_1,704472,121404556,281924763,369457376,345882518,171774318,443662,102878521,251875137,300407321,267331827,141106717
202405,서울특별시,종로구,종로구청,1466428,373577576,2024526994,2606320707,2092146302,754707911,1200155,246787066,1282075631,1450371188,1188002115,418069089
202401,서울특별시,중구,동대문역사문화공원역,33828,95544683,618899193,826894463,736963042,381550870,85159,49110085,226039027,275768868,210511292,114530593
202312,서울특별시,용산구,숙대입구역,1500797,661016935,2052425816,1510495551,1298901066,598193051,1166481,432744482,1227420189,834330757,660598296,282503931
202401,서울특별시,용산구,숙대입구역,714500,477077491,1782261598,1334993357,1064992555,437370726,486406,313132408,1074760004,705272675,552414559,218835388
202307,서울특별시,용산구,용산 전자상가_5,0,27633672,159434166,184447491,209311024,76242108,0,9724045,57860133,62459389,65187073,29641445
202402,서울특별시,강남구,학동역_1,0,10713567,53637357,61388152,44825787,37857361,0,6496212,31369661,31896093,26175158,21061801
202403,서울특별시,종로구,종로5가역_2,0,163483888,719093258,946222107,822636169,648726716,0,112593071,416940076,504293633,400741641,267676421
202404,서울특별시,영등포구,영등포유통상가,0,49769067,224298423,244951756,190427416,132774889,0,24510231,99278786,102249329,86121564,81301927
202308,서울특별시,영등포구,영등포유통상가,0,36052867,165089681,266109408,173400712,137967598,0,11712342,61736639,76351793,61019939,61650008
202403,서울특별시,서초구,남부터미널역_1,540581,42059725,288693513,362761126,352526955,342439089,354459,23154629,143147670,200542295,172216759,175633739
202401,서울특별시,용산구,용산 전자상가_4,835793,71112294,393030716,360137484,311409409,143442926,532234,33247053,179896335,158926062,122576742,68645479
202405,서울특별시,종로구,동대문역_1,246095,85147907,272242239,358970160,368440443,473897248,233982,58005943,190060747,224587506,256028633,327634632
202401,서울특별시,영등포구,여의도역_1,3394056,776535147,5500334527,7064215559,5527933748,1885041458,2297024,361885348,2113458063,2376888665,1858436775,725857373
202401,서울특별시,광진구,어린이대공원_1,764737,242568928,611109853,422485005,404525162,191751356,1192491,168992514,419018944,293558094,274873746,126907791
202312,서울특별시,서초구,포이사거리_2,718754,183804659,619694989,572208873,518714163,347159785,444242,82900553,284437620,232563636,207350197,139963956
202307,서울특별시,동작구,총신대 앞,0,419104,4481102,10732215,6577809,2440361,0,589427,5084429,12009321,5998001,2456358
202309,서울특별시,종로구,혜화역 대학로_1,1927945,339473843,691894919,509992634,629470367,193776764,2978783,434090477,888316572,623848666,718026817,206863850
202404,서울특별시,서초구,교대역_4,1729286,103776098,477517536,1094379872,1198312534,852997696,1356650,56390840,256549657,554024235,552334862,445411775
202405,서울특별시,강북구,수유역_3,100475,101028095,231790648,320042885,376661516,253245815,57709,66711776,146404244,191922938,222958601,124722727
202404,서울특별시,양천구,신정네거리역,45777,11697760,59468675,108801530,87946552,93736665,57914,7540402,39892643,47304192,54339073,52409284
202312,서울특별시,관악구,신림역_4,449354,513789340,1296884386,837631360,707487218,483334609,344474,284789366,549746949,382012483,312902835,235055895
202403,서울특별시,중구,남대문시장,133439,67436801,505912108,771231726,603312728,485126608,114369,50401093,354050191,536456884,435621057,390088506
202310,서울특별시,중구,종묘앞_1,0,104665456,227074387,147844438,122777244,89765927,0,100184050,206400522,116177748,80183680,41213547
202405,서울특별시,송파구,장지역,240955,27970543,230113076,212760895,169690340,85104807,240399,20563591,114824836,164477317,124153218,59132926
202406,서울특별시,중구,충무로역_2,285977,393526773,1668144843,2185717584,1922998568,1013152508,268872,243691430,881564863,917719089,745188241,393064969
202311,서울특별시,중구,충무로역_2,274155,506061456,1787474710,2054500315,2015293952,919072462,124593,350821151,1009192023,932457576,800327513,396660044
202308,서울특별시,강동구,명일역,674020,145397495,558991620,938032048,789739389,471312213,709793,114048449,441164645,748290411,585148638,325136459
202405,서울특별시,동작구,노량진1동,0,243651406,1289719959,1087013708,1115927048,1040964361,0,119752465,607106995,522697068,544748519,529905909
202308,서울특별시,동작구,노량진1동,0,211972145,894654748,755083122,982285166,705112599,0,112027368,457293445,406846561,541779369,371051387
202309,서울특별시,동대문구,경희대학교,865665,681082837,750932908,586955872,775796486,309483637,868304,494583930,553791390,467040489,632714941,235007560
202406,서울특별시,강남구,뱅뱅사거리_1,544291,46832947,284365062,330236312,252535059,145136753,172255,25004777,143024992,150640717,108889193,55970380
202312,서울특별시,서초구,양재역_1,17553,18546310,61144931,130390882,141553979,210038304,21399,18175576,50988245,96484078,94940160,208375631
202309,서울특별시,동대문구,장한평역_2,199665,116702418,441996490,526553870,474740152,331554378,204857,73088175,279702474,320595484,253467970,154910673
202311,서울특별시,동대문구,장한평역_2,513121,141275005,393445076,536110267,490004541,310217178,319240,71027087,237556730,315215138,256627174,153250175
202310,서울특별시,마포구,마포역_2,353760,189338977,1098415687,1506662749,1238603599,569813069,337176,128926207,755592369,708186743,522887382,297036261
202309,서울특별시,동작구,노량진역,2335228,493036141,891440533,607406798,913406117,361120432,2599948,361887129,580774027,410136091,713543371,280630411
202307,서울특별시,동작구,노량진역,3484954,524779545,1039727250,594595049,970326370,383372063,3363317,368188861,628490820,393636390,693343197,268710870
202406,서울특별시,강남구,역삼역_3,930478,107432670,433428037,430341305,356316698,107021080,570611,50553283,211842238,186545762,137942444,46004804
202307,서울특별시,성북구,미아사거리역_2,95505,7811619,48547337,78906707,67084567,28415806,131109,8855793,49437405,82823827,63647408,24982671
202405,서울특별시,종로구,종로5가역_4,194843,17791377,77405155,123500293,121478618,77395774,121594,8588150,46569622,60457318,59835601,40897737
202309,서울특별시,송파구,가락시장,0,15932320,181626570,265452748,152119859,191895465,0,8945820,73525545,128661783,82494089,113896068
202403,서울특별시,송파구,가락시장,0,8301326,67049788,108949503,116092112,134774416,0,3352124,29376832,50188097,52482063,59873274
202311,서울특별시,영등포구,영등포역_1,173818,34544709,92737140,82864689,91466249,76323884,196979,30519707,73379442,51013365,52697303,34121274
202404,서울특별시,강남구,학동역_3,291677,86411160,532673355,714909954,602821682,277022112,169308,60766883,350094263,394516848,272097391,122976388
202402,서울특별시,강남구,학동역_3,457308,94995886,478688951,713706234,695759902,349109892,309728,51930177,261047575,271971269,256447689,127384436
202405,서울특별시,노원구,노원역_2,392249,120192885,346883480,345332162,374633263,246369388,438440,76916269,215513149,235770599,248819038,191985083
202403,서울특별시,영등포구,당산역_2,17386,181521180,700418048,512392859,506693615,213921548,17991,90205169,341594586,230605672,219943644,101135196
202307,서울특별시,강남구,역삼역_1,8553,704154914,2788638523,4664952260,2501573384,641986022,4881,338336828,1170636441,1105865414,571721522,191796415
202401,서울특별시,중구,장충동 족발거리,31333,70657928,406855024,644534766,524991896,350999674,33799,44172338,256682240,371253501,301918778,224078719
202406,서울특별시,강남구,논현역_2,502,32962423,153511910,160901478,158491319,75602005,224,18314838,67738269,71975794,52601909,21013023
202310,서울특별시,관악구,대학동,290218,163417882,443877756,331928766,316890167,146983528,153547,94678212,192828876,138772678,170992863,84142390
202401,서울특별시,강남구,강남구청역_1,799262,142058618,650897813,605714755,440020092,250782359,620042,152752049,412717066,350783149,250421340,128249100
202310,서울특별시,동대문구,장안동사거리,3711667,311045181,1123684794,1646582850,1297016594,647042998,3835074,202269789,736850965,1125586248,899219343,520217100
202308,서울특별시,동대문구,장안동사거리,2212482,316052808,1005751423,1596720855,1335203945,774364646,2645943,213697751,713042498,1099932506,874373095,535577946
202401,서울특별시,서초구,교대역_2,807693,142930394,795802207,1152862144,1361792592,869626011,566570,90459992,408323131,499110223,518716246,351272722
202401,서울특별시,강남구,학동사거리_2,0,42572531,308661640,313805096,362040905,105867793,0,19246322,147836387,153356456,101208481,29969431
202310,서울특별시,강남구,강남역_5,149,476192130,1793717509,1563291013,993368209,474595138,86,259915091,915425051,677517316,381684747,210965471
202406,서울특별시,서초구,사당역,300658,563696466,1943010166,1416048081,1420268011,1561813723,201373,351837796,1127740440,712622453,788703825,922014068
202402,서울특별시,종로구,혜화역 대학로_2,198391,103716596,225468688,173831890,231186265,88726619,175035,116228276,243174742,155388768,212582940,63854351
202402,서울특별시,용산구,용산 전자상가_2,0,3801771,22965745,22320749,12548803,7442903,0,1856866,8382739,8520320,4699814,2967384
202402,서울특별시,종로구,종로3가역_3,29,46822270,126276249,59650851,107079004,55697183,25,67911296,157038676,63943938,84223480,39775034
202402,서울특별시,용산구,신용산역,36,468537115,1723613098,1288302541,705420685,252408975,48,350934021,1140837172,740769144,385074533,133465226
202311,서울특별시,용산구,용산 전자상가_3,256767,24915489,113648201,186885517,111138365,42511612,68415,7929051,34456256,48150493,30355850,11617517
202310,서울특별시,동작구,사당역_2,868943,788904069,2177553648,1131964399,1261561096,920396450,747750,576498016,1311492617,622913643,648399316,486816102
202404,서울특별시,중구,을지로4가역,31444,53085034,250693955,350056882,330502468,483109295,68816,35661861,121789781,141405036,125499174,144264484
202309,서울특별시,중구,을지로4가역,0,54368286,217767501,259564027,293766229,381419704,0,44002445,135494396,140593276,131166674,155630691
202309,서울특별시,구로구,구로기계공구상_1,384525,25419723,101157238,197543759,251588093,158271487,254124,15070483,55983854,84805211,102096536,56723526
202307,서울특별시,마포구,마포역_1,1084241,280018898,1288006072,1413773037,1233168074,612180972,633510,158022380,675655636,697143062,615469420,329628993
202311,서울특별시,중구,북창동,504850,348765361,1561398259,2598478910,2104591879,519187247,485360,154218544,676424969,911840304,629413838,154145318
202312,서울특별시,광진구,구의역,1806292,562448967,1578590573,1296682592,1316761156,696587462,1254784,325713697,872469872,663055314,688476048,404692862
202311,서울특별시,강남구,포스코사거리_2,262896,353357241,2048961847,2476684139,1207397241,452327061,275550,176456940,803773081,811734259,450259742,159253285
202405,서울특별시,관악구,사당역_1,71,359043945,933612954,577331908,646585605,641926159,72,205072863,487549073,289681173,304338747,380713645
202310,서울특별시,서초구,양재동 꽃시장,0,40730,323612,2525087,1760554,8681305,0,46213,601192,2997648,1009016,9463044
202309,서울특별시,종로구,종로3가역_2,851616,1827564969,4620310545,2841128722,2777872317,2480358253,710770,1054970362,2233815239,1423650717,1321294286,1049974386
202404,서울특별시,영등포구,문래동 주민센터,209688,52798494,184494504,253386355,236647824,120115247,170793,45552197,152945761,202692045,168200081,99839127
202308,서울특별시,관악구,서울대입구역_2,599381,196930699,476633387,422021652,432677026,283906285,594505,137407365,324880386,295493067,294407324,200959841
202307,서울특별시,강남구,신사동사로수길_2,4985218,1438793891,3396761970,2233002500,1641717479,533005814,6092231,1074064626,2256852471,1275233304,985978245,302456047
202402,서울특별시,마포구,공덕역_1,271192,63275303,408131905,405646466,316414412,213690648,260803,52012587,265125303,276422561,218481955,157700905
202405,서울특별시,서초구,남부터미널역_1,479990,33108799,284741152,456025636,476567808,553430534,338600,18703968,140689057,205079719,204218320,235885697
202307,서울특별시,은평구,불광역_1,303489,148655425,460854536,748417083,908114795,988763782,305678,117993905,329642467,462354813,535876487,494172844
202402,서울특별시,은평구,불광역_1,315910,63982525,360307380,549551600,733461628,792097612,192400,56666490,287568655,373123808,451083312,469549059
202307,서울특별시,영등포구,여의도역_1,2647092,1143993240,5663984054,6599707601,5247214723,1852320591,1713748,526577776,2307962032,2399281918,1816829741,760725086
202312,서울특별시,영등포구,여의도역_1,4416583,1233727005,5688221077,7146994683,5496142830,1874513256,3101898,602046342,2269909530,2437854805,1925274740,778247085
202307,서울특별시,광진구,어린이대공원_1,61397,348574798,664132722,429168982,414830503,278318068,16557,229223613,420407625,284136310,301123674,138266989
202406,서울특별시,서초구,포이사거리_2,726480,114425355,515284456,577931232,580063820,407188114,314171,59052116,258886435,260159360,220039245,158132501
202403,서울특별시,서대문구,신촌역_2,4376521,2095767417,3191488103,1939809998,2431119394,881164196,4546785,1412033317,2119342386,1257506121,1708669634,623460230
202307,서울특별시,은평구,연신내역_1,777060,68389160,197299484,238393665,247290787,131863833,654886,44099615,121802395,131830190,140138818,110500615
202310,서울특별시,종로구,혜화역 대학로_1,4396212,357691729,771311545,560796141,678131753,242516574,6109155,447119366,908230883,652356861,732964400,275939056
202310,서울특별시,은평구,연신내역_3,1163392,66155714,181251392,317499098,335032767,427943957,1232354,61544284,180345684,317533414,346638415,434694097
202405,서울특별시,은평구,연신내역_3,1299208,55341116,174965316,275903132,347121147,432865505,1308213,52902078,176732690,269221186,344941175,428462484
202402,서울특별시,서초구,양재 화물트럭터미널앞,0,3438792,50501181,53650663,42447908,7185853,0,1127740,14467182,13105813,9437415,1755877
202310,서울특별시,종로구,종각역,0,27229677,170359482,257553510,269589153,96965643,0,16016076,78680022,106770854,91140119,28002460
202311,서울특별시,중구,남대문시장,0,110868434,534906533,676680236,479855033,371907745,0,83637955,370829978,486295584,349970100,304824250
202403,서울특별시,강남구,신사동가로수길_1,2398810,479904664,1385583282,824579015,546395168,190794442,2691517,346956577,1002622549,568925951,392619549,143694683
202308,서울특별시,서초구,방배역,4680887,183973172,677358043,718939277,759122142,434708554,4325455,130356524,440646052,503753359,543500842,288813713
202309,서울특별시,서초구,양재역_3,263723,198935721,1047559429,1443086573,1206685481,702912231,166974,98287131,441920812,567717415,461146186,275079587
202401,서울특별시,양천구,오목교역,1275645,153693713,424766825,586023739,565327053,97991689,1480049,110970199,251887310,331305281,332484098,61215292
202405,서울특별시,강남구,언주역_2,1184,72485380,359776549,314392223,202766638,88733771,634,37109026,201668288,166659276,75932871,35871692
202406,서울특별시,관악구,신림역_3,1567485,449054393,1033690649,720050398,626801360,349291051,967318,262039043,539932622,285448577,262218644,204282727
202404,서울특별시,동대문구,경희대학교,1312893,510829196,671929426,628725301,892097849,308476181,1604997,407278015,516953294,521163548,720461219,250216963
202401,서울특별시,동대문구,경희대학교,971637,349238765,711407233,639168349,614476233,310143739,1278413,285432507,501625520,432444555,519809269,295444392
202403,서울특별시,금천구,독산1동,1569246,171056379,684052775,595243365,594295759,442876747,1545438,124211037,421847931,371671712,364383341,294443685
202309,서울특별시,강남구,선릉역_4,4775288,893629355,3580390935,3808422570,2757284478,922719535,5106863,508353894,1685906552,1699544000,1295104600,441360168
202310,서울특별시,동대문구,장한평역_2,0,102035232,441895437,480845424,501818116,255042961,0,69531699,276351951,296631272,270427385,145334678
202311,서울특별시,용산구,이태원역,202998,1053619980,2579803725,1182541377,639287425,193374600,117728,479957411,989846588,440051530,279657029,93304621
202401,서울특별시,양천구,목동사거리,0,18884423,95810837,157280372,157402572,109774042,0,14915467,68556394,90822432,97026686,57961728
202308,서울특별시,광진구,군자역,904615,523567213,1534607522,1137198759,1110610732,803910143,785093,347355468,945955500,648530604,610003719,446267684
202406,서울특별시,관악구,서울대입구역_1,2829802,283564335,830389255,580970223,609066902,394116396,2179584,210798028,552967089,366775677,406812165,231054367
202310,서울특별시,성북구,미아사거리역_2,135022,8501057,58231522,116051961,76359057,29508150,171619,9528150,64625135,131766783,84750741,31913839
202405,서울특별시,성북구,미아사거리역_2,151240,6242922,46923058,95789366,75759999,32371697,142643,7847709,57157540,109556757,82961001,35626614
202404,서울특별시,동대문구,장한평역_1,127544,168050558,748814400,846747412,630184546,405908409,111709,99652991,405741261,468349897,323616384,202667257
202310,서울특별시,노원구,노원역_2,584047,223598898,325848880,314031642,461661907,221069225,555519,103996562,177029648,163360398,207173988,153871437
202308,서울특별시,노원구,노원역_2,130585,128407351,386252820,332461501,368392134,213501311,142680,70894740,192887495,194035907,204272943,155743854
202401,서울특별시,영등포구,당산역_2,197075,140481504,749634104,565392469,448522701,216735910,91481,76927950,395519261,268301075,208038620,101237186
202403,서울특별시,동작구,신대방삼거리역,1743061,268125071,859886701,727472847,686134107,498097626,1853572,198489870,651538348,595385558,575167967,417132035
202406,서울특별시,강남구,청담사거리_1,606002,7494611,148742712,207268287,149660071,87386917,369000,5433231,71438993,69344234,23848214,31080530
202404,서울특별시,종로구,광화문역_1,168887,52632955,371780960,456508659,339729977,191894147,157194,41422743,254765628,313776855,206171746,107575054
202406,서울특별시,서초구,강남역_1,1178609,345165453,2094416897,3298152168,2635707281,516993460,574458,151060339,726442501,963370467,710668553,170628941
202310,서울특별시,서초구,강남역_1,580568,389115534,2110949127,3148089265,2550615769,505581316,398177,158245332,690509086,875496299,661202807,139025820
202309,서울특별시,강남구,매봉역,192516,162563825,740256597,1090174653,1005157306,619668160,118307,83300829,375405138,497023414,435821495,307709643
202403,서울특별시,마포구,공덕역_2,0,148607533,790482532,782896504,855545600,481659448,0,67561993,343359812,320535167,347961927,216961848
202404,서울특별시,종로구,혜화역 대학로_3,4315642,592245948,1196251955,885725953,1049071872,440037164,4008993,583642272,1096623891,782989461,918975705,349982875
202405,서울특별시,서초구,교대역_2,532309,167281139,965270802,1100671964,1346590428,935711111,350089,110888732,529277014,578363132,664142502,479690639
202403,서울특별시,강남구,포이사거리,1439081,29815648,249437977,283002878,358515662,207057645,897369,19046615,137556403,150917551,167791705,98309170
202312,서울특별시,서초구,서래마을,756192,88526034,674224813,1173745060,1065670999,519615386,580027,63125309,377462353,654850839,579890355,292036735
202402,서울특별시,서초구,서래마을,659326,50276275,336575198,818571445,891852650,358234445,695975,42649474,261918656,464840347,482699379,237400253
202308,서울특별시,관악구,서울대입구역_3,2992632,1449627576,2341955950,1322449954,1258677026,659283134,2841440,1060441799,1564416517,790760604,845091603,361252315
202402,서울특별시,노원구,등나무근린공원,0,6111606,13768739,18675619,28138639,9629515,0,7067937,12070977,21418464,26641670,8434956
202309,서울특별시,마포구,홍대입구역_1,181718,192055414,480089769,229178006,240447899,97436035,116550,144067148,276017086,135156047,144340845,60076055
202404,서울특별시,중구,시청역_1,363690,252127926,1406461382,2534863088,2048263109,507825891,302316,147487847,741224878,1153722570,900740464,245096428
202309,서울특별시,성동구,한양시장,3217580,1061598010,1214034353,696124442,853842420,284797706,2779352,729462329,784383127,499515519,587226921,169601830
202403,서울특별시,중구,서울시청,0,284356852,2136656984,3464335318,2838787939,1252831629,0,147696077,1002494911,1509171002,1213195690,546030620
202402,서울특별시,중구,약수역,0,73405443,287349709,341769161,332281635,246244648,0,51814357,162582121,182722597,190952651,166474529
202312,서울특별시,용산구,신용산역,191362,704766404,2072802135,1407998487,771790271,260359156,93916,521601689,1445043366,837569469,461700237,139998218
202307,서울특별시,강남구,학동역_4,0,71976512,291641501,253099495,174878074,103335652,0,54050262,209842531,164358032,108422367,62647563
202310,서울특별시,중구,을지로3가역_2,0,442645983,1045918576,754050398,477898998,200342547,0,272669823,573331715,358305280,231885567,100787149
202307,서울특별시,동작구,사당역_2,558363,745074476,2166934082,1087351080,1271908831,844745914,609125,509842300,1304837022,606824646,638863746,464634942
202405,서울특별시,종로구,경복궁역_2,1445409,125682271,522908046,633718138,765016001,495422235,1330242,143803294,512072275,492223497,467986926,312931744
202307,서울특별시,광진구,구의역,1384533,559108221,1680405248,1362413897,1237226271,659434104,732321,298573333,816444566,607101328,598771711,323720688
202308,서울특별시,금천구,가산디지털단지역_2,20218,548903912,1610500850,1782730809,962673136,313840004,24423,334240778,917560212,981209712,511378564,167482396
202312,서울특별시,성동구,왕십리역_1,107600,218963947,494961025,456961104,378131550,229151370,165350,158210871,349021066,300656791,262608052,179861702
202406,서울특별시,송파구,신천역,8827956,1192193001,3739714050,3791600949,2744479521,1313405784,8015724,729550950,2146357039,2088813953,1540163365,773130625
202403,서울특별시,동대문구,경동시장_1,0,35817411,311346852,422341755,525640811,544671751,0,25734291,210105173,297888101,345436476,434616027
202401,서울특별시,동대문구,경동시장_1,0,32572567,179917657,324361435,430835407,487953558,0,23401165,127357230,243423379,281053046,447921929
202404,서울특별시,동대문구,신설동역_1,984833,16763660,58769105,98060239,146863340,141387426,409058,9574212,36592306,60485651,82809635,82026861
202307,서울특별시,마포구,홍대입구역_2,915620,225709054,492061215,382199464,324488642,145578332,1316689,219828489,425678864,329386569,278927041,96932878
202405,서울특별시,마포구,홍대입구역_2,143522,167668403,468164826,402788276,394885010,159873678,146924,166331879,417088969,295614644,283640830,139460124
202403,서울특별시,용산구,용산 전자상가_5,0,25846693,136569809,174515844,146128718,64441754,0,12831950,67892394,64726952,57143117,28948621
202308,서울특별시,강남구,은마아파트입구사거리_3,15832188,28321719,59241580,270302906,314540052,45251351,18792170,26562600,46475925,292246211,387972045,56214943
