BASE_YM,CTNP_NM,SGGU_NM,TRDAR_NM,MLE_Y20_BELO_SELG_AMNT,MLE_Y20_SELG_AMNT,MLE_Y30_SELG_AMNT,MLE_Y40_SELG_AMNT,MLE_Y50_SELG_AMNT,MLE_Y60_ANM_SELG_AMNT,WO_Y20_BELO_SELG_AMNT,WO_Y20_SELG_AMNT,WO_Y30_SELG_AMNT,WO_Y40_SELG_AMNT,WO_Y50_SELG_AMNT,WO_Y60_ANM_SELG_AMNT
202309,서울특별시,동대문구,경동시장_2,0,30344527,102982381,131063513,286732567,324429557,0,17106398,59046873,70977426,136856980,177997311
202403,서울특별시,구로구,개봉동 현대아파트,126050,38300086,188630610,278962367,303295474,208527386,178258,32364948,149759554,225147810,221000496,165450743
202308,서울특별시,강남구,역삼역_3,0,153975035,501071578,471217295,312752070,101802302,0,97342329,271722296,237594845,153906496,51026729
202310,서울특별시,영등포구,영등포역_1,0,40516178,113844677,84759615,78198778,63387277,0,31701473,80550135,50789989,49576979,39528710
202311,서울특별시,서초구,논현역_4,1085782,335343888,1276321729,1440662201,1286687607,629409761,598188,175897215,629111611,617559062,515180457,296062192
202310,서울특별시,동작구,신대방삼거리역,2259394,422230725,996129436,825282854,863237701,527313089,1984907,293024851,695691095,625662880,623949475,345822206
202406,서울특별시,종로구,광화문역_1,65396,57189219,356113366,384683063,362331628,173225598,63322,43725876,257609465,277890438,222996208,103084551
202311,서울특별시,종로구,광화문역_1,0,106432820,417831513,522457167,395459927,207143611,0,75811510,269475289,326368328,220949104,111201533
202406,서울특별시,관악구,대학동,146765,138134053,323216609,248413708,347143881,176157583,80433,89248531,179957512,118416882,202086438,109649407
202403,서울특별시,서초구,방배동카페골목,658087,72598452,321250551,549950860,593012256,319314958,660146,36564553,181815763,281074281,295822516,145671563
202402,서울특별시,강남구,은마아파트입구사거리_2,14100449,14656812,70631124,308991138,356071425,133036297,14585529,12248359,65174991,264233849,294537313,100289252
202402,서울특별시,광진구,강변테크노마트,1097034,39005232,193705064,324110531,211570018,174428930,505608,22401685,106609261,165339561,106167780,89890343
202312,서울특별시,강남구,학동사거리_2,254731,72454882,440599201,482534568,329696518,158698525,163944,35250239,199381812,215332190,137111740,70660742
202311,서울특별시,관악구,서울대입구역_3,3174352,1444832690,2126887597,1265802486,1157038929,556834292,2733997,995561845,1454621837,641537756,802834822,322789682
202310,서울특별시,관악구,서울대입구역_3,4042242,1558842772,2405339398,1478101504,1209255824,641788802,3241578,1060748652,1585654487,780598446,809449773,370484141
202406,서울특별시,중구,시청역_1,232143,253954681,1470676918,2470388315,1882207719,462452320,233288,142323098,737189139,1082215812,784525745,218156558
202310,서울특별시,금천구,시흥3동,0,2427293,5111046,26104490,41073000,22892263,0,764353,1362241,5253490,9443941,5835443
202401,서울특별시,종로구,혜화역 대학로_2,1938,94575430,236109400,196654166,254974867,105434770,1809,101865938,227962789,162458709,180179300,74663219
202406,서울특별시,구로구,구로중앙유통단지,265604,22229898,118535360,315445830,261424047,289907866,77084,5736058,30736952,69811367,63577033,63914003
202403,서울특별시,구로구,구로중앙유통단지,0,22941597,119231228,365125799,329079342,315256242,0,6103979,29004466,73774026,64462588,65497377
202401,서울특별시,구로구,대림역,930809,58826865,227219035,253471545,317100374,220701976,415243,41444474,158482302,186071721,209991333,140817603
202309,서울특별시,구로구,대림역,146673,77281593,199943212,262783968,270017312,200308477,131083,63055030,166195855,212961631,209449034,150332457
202307,서울특별시,강남구,압구정 로데오거리_2,3457030,1403232580,3806727219,2845908875,2120822210,751688213,2974370,1094922021,2712410435,1629589378,1038911778,482374974
202405,서울특별시,강남구,학동역_4,237371,74265605,346005044,268637472,254920428,108815060,259244,59436793,246307124,183076229,157110200,73669049
202402,서울특별시,강남구,학동역_4,1330542,54407534,273400735,243697933,233817070,99594039,1144660,37584775,182673170,148652374,122221660,53428189
202403,서울특별시,종로구,종로5가역_1,295680,223817747,674541937,785621815,831158921,694539270,255122,177508632,537119022,640986903,663743034,533110223
202405,서울특별시,중구,을지로3가역_2,0,368004947,1193951525,934312269,631110378,313818369,0,248749674,788814417,555046666,371701173,177252852
202309,서울특별시,성동구,왕십리역_2,132510,306946869,727389635,731879212,703004130,297332390,88274,184569026,424863398,365969561,335194706,167163062
202308,서울특별시,성동구,왕십리역_2,649859,300302023,706133690,784754311,690777220,402002978,488962,168347006,398078446,378881244,351413707,203468620
202308,서울특별시,송파구,방이동 먹자골목,992069,1828290653,3921894744,3010444280,2097522237,661207469,508083,1131469256,2168574090,1487962793,965184159,320783705
202402,서울특별시,동작구,사당역_2,213377,536761109,2275536456,1116226564,1227204291,902198316,187255,353094796,1210967249,544892037,553792604,453295365
202308,서울특별시,강남구,도산공원사거리_1,2860,207221997,1142321688,1424265774,1049011748,291929188,1820,84079404,395281671,467152777,319749143,123816251
202405,서울특별시,강남구,선정릉역_1,0,33912236,232748356,192215996,252854648,162422371,0,15450296,98577661,82564102,93999397,92987618
202311,서울특별시,강남구,양재역_2,5038153,252344084,1129999572,975467400,443087406,167645948,3247860,131615288,534970668,475874805,222746640,92596083
202312,서울특별시,강남구,언주역_1,0,26275012,136516862,596486090,230412571,104136187,0,18275959,94455957,110963410,121765258,40305410
202405,서울특별시,중구,북창동,219268,246530121,1311649043,2261559054,1767204560,485697145,100639,108274909,494569136,766518286,546408270,152552717
202401,서울특별시,중구,북창동,371502,241435226,1532673832,2746443918,2198754533,572856575,143267,92593594,599656191,807960041,597598407,168982891
202311,서울특별시,광진구,건대입구역_1,2730905,391687108,684470465,523233673,509016085,284401951,2216457,294444613,483102281,333472690,333296968,165070455
202404,서울특별시,강북구,수유역_1,1000640,84453461,266129711,337856448,298153721,189870680,965772,79658333,219344097,286398707,241454408,184599699
202307,서울특별시,종로구,종로구청,163716,498443875,2093474353,2688724057,2389020159,699808087,159991,329523551,1310006200,1560009279,1305167225,404178079
202404,서울특별시,마포구,홍대입구역_2,54075,158232892,480257443,394268152,334592275,165258394,96925,148511564,382063085,301426014,245034734,125059640
202309,서울특별시,은평구,불광역_1,565947,124145919,395166936,618887536,962775042,776602925,485908,94240677,286469950,388121064,492747929,459525992
202402,서울특별시,강동구,고덕역,24187300,86476527,386358083,984958402,798075647,446950361,23669982,76708454,361352304,935832364,744442742,401086724
202405,서울특별시,동작구,총신대 앞,79036,644100,2396916,11733086,3150041,1010230,161787,832656,2847446,18258211,4857045,1556701
202309,서울특별시,구로구,구로기계공구상_2,384525,11385483,58863611,82911081,131518349,76022794,254124,8229502,38956219,54049898,74277061,42962798
202311,서울특별시,구로구,구로기계공구상_2,16414,13023116,68034589,82968571,114817474,84140440,25288,7135770,34280797,45949281,54520037,35956501
202311,서울특별시,서초구,교대역_4,715486,113279494,555601481,1020946710,1025759673,888454951,600481,73835849,312139869,563507666,562390540,478714496
202402,서울특별시,강남구,한티역,34350943,112677918,444579639,1137635979,1344319991,391596880,35439552,90155045,325763718,916618553,1048134443,305990391
202307,서울특별시,서초구,고속터미널역,2583854,207032992,480241054,694502480,741040206,483870690,3660388,274922389,642214961,913741957,953800306,613993488
202308,서울특별시,서초구,고속터미널역,1981658,236512429,516512868,672041570,729498931,488037964,2426626,296498890,647875659,849802202,908616866,604045613
202402,서울특별시,노원구,노원역_1,1197502,61898904,294258136,346586863,416911755,163404198,1139693,46211753,171377658,244671761,289613188,145021027
202310,서울특별시,구로구,가리봉시장(구로디지털오거리),0,33897306,147051200,126063050,125121166,45290875,0,14582225,57702568,55722120,38900937,12594264
202404,서울특별시,관악구,신림역_4,458249,409005988,1022040574,718334698,647442449,445693690,269742,208868778,557144228,314365875,281344378,254949465
202312,서울특별시,종로구,종각역,0,37614021,162530200,383849338,408063119,99827868,0,19553103,72709523,151450503,107969444,31303882
202401,서울특별시,구로구,오류동,3653798,162571658,740371696,559212028,604823898,469180894,2664257,106790502,355425989,251755908,314531466,257224720
202309,서울특별시,송파구,가락시장역,864352,246232030,821168158,1093595990,857551437,463655105,447411,87901852,311219637,416848487,299347898,205868096
202406,서울특별시,강남구,선릉역_1,960257,48750511,245133693,271950748,231584332,158982552,538202,31500024,135707496,156021591,138208296,105298906
202406,서울특별시,강남구,압구정 로데오거리_1,113737,211646898,1248046222,1636900222,902676627,296623712,150034,117495024,661068281,693719083,321456480,199280533
202406,서울특별시,강남구,역삼역_2,284,67582247,347887060,693453080,568533867,105904673,286,36906923,164738149,181710285,109828024,35782970
202309,서울특별시,서초구,방배역,3786207,209128518,558134446,723939169,682390157,375991278,3398193,159465521,399725684,552157870,536819997,283930163
202310,서울특별시,서초구,양재역_3,130624,196077635,1033039524,1370940444,1153899125,658941751,106505,93347592,428425560,536226503,426268408,242439537
202311,서울특별시,강동구,길동역,622611,391949283,1268496298,1727362192,1473992791,674925241,694116,219725271,631778963,709956286,642816594,339351766
202309,서울특별시,동작구,노량진1동,27811,424550299,1480985603,1307012485,1323217720,1317534385,25919,230520843,797231685,726148880,768846218,779207665
202405,서울특별시,용산구,용산 전자상가_1,1071988,116691076,559078190,526477384,360620134,191805559,1067680,104246245,479487817,437716275,288159978,153394434
202311,서울특별시,용산구,용산 전자상가_1,1077229,159182100,596186304,635003753,399008711,143014813,927483,127054477,450616636,454666939,237827742,103280972
202310,서울특별시,중구,동대문시장_2,752367,187792978,586163628,621517936,413234762,230208584,791748,143248755,442880669,441782223,309176847,173219141
202402,서울특별시,강남구,강남역_4,3848437,614567757,3383020528,3507993907,3077829580,656705975,3031974,312783871,1381518809,1257020165,983890578,229210918
202310,서울특별시,마포구,홍익대학교,31037500,7761110359,9564952884,4484155322,3744750068,1205091902,36831093,6189638941,7467368838,3629486268,3184795861,978418182
202403,서울특별시,강남구,청담사거리_2,0,52399535,197295161,221239623,184981981,89116133,0,25729414,102132807,113079325,98383428,56123779
202405,서울특별시,강남구,청담사거리_2,104409,44353137,224739341,252674311,246632644,129834097,35096,17904362,78811135,87064955,96657952,40004185
202401,서울특별시,강남구,역삼역_3,198144,96125047,466872034,481516710,400605166,142669224,59071,43788543,215895728,210414465,146197592,52309591
202401,서울특별시,관악구,서울대입구역_1,2164055,261408656,806383807,533666631,668788609,444731432,1453612,185721276,538769267,333391496,422217151,268854797
202401,서울특별시,영등포구,영등포역_3,188902,101221064,477390787,352975619,392469482,267255913,234297,82465613,358518452,272855047,275928343,178517979
202404,서울특별시,영등포구,당산역_2,286332,191239028,758497370,561423220,444811305,226025208,157534,96113042,363917845,247043343,191995473,98046872
202401,서울특별시,종로구,광화문역_1,185280,66220870,430085008,505814859,395940146,195316184,208801,45090691,245380582,277496187,182808809,83181297
202311,서울특별시,성북구,성신여대입구역,9647589,1085029082,1547742611,1468539464,1609401237,669827079,11903618,956612830,1287831479,1229737873,1371696540,533182888
202404,서울특별시,서대문구,서대문역_2,1736947,116340881,716264871,1110254399,925263004,338954807,867573,73333361,417679264,658175351,525992328,212932254
202308,서울특별시,서대문구,서대문역_2,532757,199001369,834228690,1352011551,933519433,348816371,532683,120845622,477613743,684598631,502399568,186951539
202311,서울특별시,서대문구,이대역,1432522,262808913,378181961,354839856,568383930,181125694,2402194,334425114,460279112,453292428,779265174,213621039
202308,서울특별시,종로구,혜화역 대학로_3,1757383,730720957,1113485035,959868981,977132797,310653349,2317688,761017311,1100086955,906158196,938169518,285897090
202309,서울특별시,성북구,안암역,1873073,468970149,449359456,347643921,531727053,194776243,1554456,305494592,296833789,252630457,373676736,144459673
202310,서울특별시,마포구,홍대입구역_1,32805,178932179,403875181,275672131,252055717,130161794,39081,153002578,311119462,196160592,161080818,79126912
202406,서울특별시,마포구,홍대입구역_1,446619,162579250,400983084,317556471,291373314,221049806,336631,100385855,246234532,189868901,166339066,78093838
202311,서울특별시,중구,시청역_1,480774,320334176,1556861484,2545975103,1989636154,422654295,588302,179778042,764095957,1118113339,833683033,233577616
202405,서울특별시,종로구,혜화역 대학로_2,812305,132425911,262575046,204853316,261251890,99511220,1017770,116415401,213971837,161695787,206280455,74802820
202405,서울특별시,성동구,장안평 중고차시장골목,0,17624438,92019857,74200226,93049951,100920486,0,11781531,81381797,48172787,46664344,38808254
202309,서울특별시,중구,약수역,0,130716491,409678040,364424237,405353002,241899863,0,54759014,191352062,190558014,201899721,144290518
202406,서울특별시,강남구,압구정 로데오거리_2,1215121,942816368,3277094653,2397014747,1890585653,810282462,1446141,676268608,2227806086,1566037685,1029553459,507829519
202406,서울특별시,종로구,경복궁역_2,147441,117685952,457475825,575452792,683006627,477179714,236186,128923845,421858350,416457646,439690052,286336323
202312,서울특별시,종로구,종로3가역_1,391994,422230307,1609491719,1574936027,1450251169,1462093088,141167,177449124,621749387,552476184,490570764,487186702
202309,서울특별시,강남구,대치역_2,1027332,8490338,81745233,239491287,239313272,243234431,1244671,9076070,60302780,204158341,203163785,180352269
202307,서울특별시,강남구,도산공원사거리_1,37568,204544298,1179782955,1738765766,1168472739,420737684,44172,92940016,431828135,552476792,355831830,139528449
202401,서울특별시,마포구,마포역_1,414210,189843368,1251386979,1452818271,1004515671,613194628,188444,107237082,629996295,716378766,520357451,341754209
202405,서울특별시,금천구,시흥1동,2685024,349727161,968456284,1114593805,1165149116,984063314,3361979,212306759,608756728,686858828,706165046,575530753
202308,서울특별시,중구,신당역_1,374947,204859165,654742201,633654490,678678098,441274849,302950,163946684,448257441,328466973,320832702,219610009
202404,서울특별시,서초구,양재동 꽃시장,0,97099,1944357,6741641,4020223,6684197,0,206785,2502741,9029058,3757690,5442115
202403,서울특별시,중구,동대문역사문화공원역,228064,111466596,616868337,782801747,651959582,386704859,230271,60216401,287269772,259656919,219419706,126694968
202311,서울특별시,마포구,홍대입구역_2,251198,243494414,541829798,372034937,345878102,145632202,216070,228888498,438043941,276676083,255520244,115316574
202307,서울특별시,용산구,숙대입구역,1786472,588001764,2092292833,1446021496,1155292912,551717776,1371780,362572377,1215172113,727407597,568993169,239263850
202406,서울특별시,서초구,강남역_2,2354397,1216738489,2978619831,1805859711,1098173824,363982555,1866180,755086876,1647408322,949312273,602334059,207522196
202309,서울특별시,강남구,신사동사로수길_3,7060153,478235214,1891556939,2472188713,1684921552,765757045,7020651,347446702,1120784992,1034395707,763643517,572024443
202309,서울특별시,중구,종묘앞_3,0,42088969,160741187,177500154,113848016,95909998,0,45606161,142199077,124628394,77639565,40865993
202403,서울특별시,강남구,코엑스,1192343,25903729,133210309,159144652,90972541,62266847,555531,18544943,98501985,115230367,65039143,44383572
202309,서울특별시,서초구,남부터미널역_1,838332,49022089,326284523,481388265,505957711,535111981,364245,25379095,140919018,213281323,206124804,203537926
202402,서울특별시,종로구,동대문역_1,89580,86382329,377697143,323309224,409672321,507344967,78719,43754738,189084470,197682265,282639200,326554333
202310,서울특별시,서초구,포이사거리_2,630098,168735743,614880737,633175676,513329639,383951570,354662,93297713,284343189,276089245,254003302,153687313
202308,서울특별시,동작구,총신대 앞,0,563011,5380999,7878424,4187193,2179560,0,704208,6581224,9956241,4207055,2651119
202401,서울특별시,용산구,용산구청,0,52315493,199145104,165862190,250543046,106920346,0,38681581,137178974,93069302,124158506,60538371
202307,서울특별시,종로구,종각역 젊음의거리,341188,1045824822,3725190716,2720822365,1763661479,509939481,397775,564720417,1774318155,1161087985,775709154,218440742
202405,서울특별시,강남구,한티역,32771867,116913207,394581327,1302960944,1264668148,430932949,32944534,101272695,310836545,1053360115,1037384666,329700541
202404,서울특별시,서초구,교대역_1,798750,541262411,2807444156,3147183552,2941592242,1542335243,636826,238599905,1197308721,1182354869,1079779914,601681772
202312,서울특별시,마포구,신촌역_1,559611,286008244,619835816,802042838,884726526,552615394,649862,181724230,368251978,387346538,428485106,319730954
202405,서울특별시,마포구,신촌역_1,1286039,349744934,522071140,693563755,587020424,479778599,872860,169314464,366264151,351199276,350503248,300565049
202307,서울특별시,관악구,신림역_4,679383,521383973,1126078686,811222622,821039091,450887935,628480,296970046,581323744,377890909,374706868,236741120
202403,서울특별시,서초구,논현역_3,877338,213957672,1161338791,1093237361,901808633,337126087,486665,140945245,643906845,478960390,362006468,169827713
202311,서울특별시,강남구,신사동가로수길_1,2388714,579575423,1379015256,888061056,485416950,164423576,2932951,446594346,965414480,619113646,385386752,130465693
202307,서울특별시,송파구,가락시장역,420409,272758017,883869420,1352777840,1032241678,581592296,228502,97636788,314327472,429774789,340721973,224699918
202308,서울특별시,강남구,선릉역_1,426530,70056783,300774693,350248090,254355445,148895408,373933,44502888,191008658,212679938,150362772,84924028
202311,서울특별시,서초구,양재역_3,839846,223230709,1046077078,1466730623,1276533718,656808535,546657,106657556,462192382,587693313,494201342,258455446
202307,서울특별시,종로구,종로5가역_3,210061,123989313,629346691,671092155,790970964,590624306,268470,71038344,272347884,287186049,322204395,278857415
202406,서울특별시,금천구,가산디지털단지역_3,119569,769606010,2523191032,2517657072,1648207644,692152229,137922,483164555,1493840318,1406480111,883418657,377526364
202307,서울특별시,송파구,석촌역,0,15263906,49111979,65304500,65164698,38105037,0,11637735,36680007,35926975,35296020,26565563
202402,서울특별시,송파구,석촌역,0,12743026,34125588,40538686,85605268,44895014,0,10774957,29161512,34375795,38415908,25266891
202403,서울특별시,강남구,학동사거리_1,579839,156459233,955785024,1514272554,1193935054,349749021,403160,90086672,541494147,526559840,394085967,194824906
202405,서울특별시,동대문구,경희대학교,1509871,549801706,729177543,683374554,826699053,309221565,1757517,423704307,542960196,529659191,688883011,262700971
202312,서울특별시,용산구,용산 전자상가_1,915010,168546424,609634811,636214057,386694823,173964565,667370,137337995,461874152,481600022,286677352,140316681
202405,서울특별시,금천구,독산1동,2269725,189016504,716947301,613202050,645504017,444268332,2344229,113482559,440635606,382097848,358756206,246295929
202403,서울특별시,강북구,수유역_2,3051577,908618201,1875367729,1547494161,1194743309,518750158,2939478,511979871,1007280521,826146267,665873074,299768860
202309,서울특별시,강서구,발산역,2894110,116349429,461810306,615043384,500508773,314630057,2940942,98161850,343012399,427008995,364767884,233971147
202311,서울특별시,강남구,삼성역_1,144790,234614363,1295302813,1553693311,980268864,313131732,69735,111981440,521484194,590690101,361081262,117152618
202401,서울특별시,강남구,선정릉역_2,214024,81654638,502161350,679044615,521195192,121749062,160250,44059027,283598909,273003263,205452790,68118549
202405,서울특별시,강남구,청담사거리_3,76908,64686890,469123048,837491410,668045526,162840721,68573,37436886,220335225,262724452,193637471,68549707
202403,서울특별시,노원구,노원역_2,238199,122731119,370935134,338578502,401843851,267228716,208024,66018723,184768571,213294655,329476552,216847487
202307,서울특별시,강남구,압구정역,10767591,305445125,1616097122,2373252545,1863604266,1002843753,11638763,190709402,911589073,1163551667,918581136,510330176
202311,서울특별시,양천구,목동 현대백화점,3925124,118390236,347801702,672340273,699968682,248151979,2952014,82799899,244905018,476718226,478405648,169337703
202308,서울특별시,서대문구,이대역,1194587,230695090,388032823,330391891,445168295,171872777,1980113,281612377,480932401,418749297,557231858,209781467
202307,서울특별시,종로구,혜화역 대학로_3,2817346,748532630,1259114753,922457622,973375467,309104904,3521547,787833948,1233146010,891532596,946918761,288214293
202310,서울특별시,광진구,강변테크노마트,145960,47047213,178799691,268472679,184139481,122370046,98685,25528622,89662840,128506753,82876413,50915270
202406,서울특별시,강남구,삼성역_2,0,64303380,438088733,586146549,266810362,89238014,0,30395618,219162474,257964313,109583407,36804448
202308,서울특별시,서초구,교대역_2,907901,185064479,795878287,1150359282,1252101956,731344222,606006,111218841,407925412,501421849,548634948,339865409
202403,서울특별시,성북구,안암역,591933,327741363,434511759,335560960,584251245,171454412,466145,204239354,248927775,192589254,379881835,117709851
202308,서울특별시,성북구,안암역,225367,298397267,379842628,320089201,380926325,212006831,119906,198273345,260363442,209760608,249078816,126201590
202404,서울특별시,종로구,혜화역 대학로_2,583606,111037370,297167696,222753844,290189931,123643911,655744,103506057,223618494,186328601,244896205,82263062
202311,서울특별시,영등포구,여의도역_2,823996,576496009,2596900397,2698532762,1837753829,443341995,850521,311295598,1220579845,1141577226,695043897,177729091
202406,서울특별시,성동구,장안평 중고차시장골목,0,18737832,104099917,84031881,73093028,78312884,0,12898994,78980137,66066871,41637563,27480737
202307,서울특별시,용산구,용산 전자상가_2,0,9607207,21906875,33988625,15411484,6211893,0,2675080,5946518,12157828,5942684,2194784
202308,서울특별시,용산구,용산 전자상가_2,0,7349275,25515589,29611538,17902040,7188207,0,3045322,8553643,11115495,7425386,2173442
202310,서울특별시,종로구,종로5가역_1,451591,403014161,1060513571,1292232178,1218284234,840398475,439643,346997150,877077158,1066562007,975772459,641425799
202312,서울특별시,종로구,경복궁역_2,1673427,187117919,533797871,684869775,832357322,637368334,1329538,194142803,492858331,455455798,456188411,323004758
202406,서울특별시,종로구,종로3가역_1,472078,319814578,1238878555,1197555895,1088793850,990376633,534294,151387703,543860929,457379206,404123787,364727858
202406,서울특별시,구로구,구로기계공구상_1,1005754,21460643,121262037,254606427,253585708,204606928,762221,11079271,66020259,102309877,115150587,82145521
202404,서울특별시,구로구,구로역,307331,38647889,159431278,181570410,185317225,69030808,410000,25256731,112939957,131635907,112360040,48183786
202402,서울특별시,구로구,구로역,261946,38613151,128429335,148104442,145538268,89330237,302589,28436242,102391644,116219157,104119262,59655589
202401,서울특별시,강남구,도산공원사거리_1,392292,95647880,871453873,1729707568,1160088783,410379353,230007,47008395,321034353,555444481,416179354,149471443
202404,서울특별시,광진구,구의역,1147745,384121986,1481616756,1197999030,1098270392,682694792,766879,210214432,829196900,617801821,608356689,386570747
202402,서울특별시,강남구,뱅뱅사거리_2,636853,161263848,930832153,1047842931,810183480,302158566,328909,81666926,390841049,373099510,342106722,131930948
202403,서울특별시,구로구,신도림역,971732,234222913,1195523351,1213453484,898699809,444303387,769637,176327668,894976463,927523713,683552436,348773472
202405,서울특별시,강남구,포스코사거리_2,127240,287223173,1636460843,2538551659,1421249539,371568927,124944,119110274,614150342,805136661,455368954,143311076
202310,서울특별시,관악구,사당역_1,51579,481507963,1119832731,576276249,643635736,682443389,53062,278201434,616541938,288653236,332334126,389015884
202406,서울특별시,강북구,수유역_1,832072,83197718,215503329,293981287,299526402,172314475,1044159,70711646,186523142,247368807,227226487,140057576
202312,서울특별시,강북구,수유역_1,0,173872924,281706645,441107200,363967819,198199626,0,122481605,233300471,317889230,264494291,157056731
202401,서울특별시,동대문구,신설동역_1,297961,16578949,78450768,118088906,211716731,158070397,141911,7658892,29748589,39663375,62789780,48218658
202310,서울특별시,동대문구,신설동역_1,281448,47276719,109874475,94474658,139854892,150297260,163411,18394449,43720563,43510604,55837303,60131873
202404,서울특별시,중구,동대문역사문화공원역,183318,115329748,555922469,738235817,708252318,334052117,202958,62337170,241765628,256093003,201612260,104035244
202401,서울특별시,영등포구,문래동 주민센터,38979,45107373,233686049,297689679,265026316,128560867,29301,35174176,174392316,216932331,186725238,116556560
202309,서울특별시,용산구,숙대입구역,903727,574232206,1867013577,1432034755,1049299329,441793969,492565,371203673,1128401489,773941899,518745544,222067289
202406,서울특별시,서초구,남부터미널역_3,315758,45135897,323798486,518195176,485071200,349866454,195096,23597465,149841808,201706359,202975188,147273219
202311,서울특별시,서초구,남부터미널역_3,814178,67419912,294497797,399369299,428255771,238598389,310682,38607526,146320162,162014957,145282802,94664149
202310,서울특별시,강남구,신사동사로수길_2,4255435,1351412005,3180727456,2211982728,1313985514,470302659,5348555,1073244676,2322164344,1371304268,852986055,321162861
202402,서울특별시,강남구,신사동사로수길_2,3007586,874478147,2806064527,1912897678,1417931661,569313490,3016926,719003186,2031965509,1206652819,902588901,331739006
202308,서울특별시,강남구,포스코사거리_1,8,144056982,789365896,1029378143,784404208,358972406,4,108488494,531937571,460456440,292576849,183429789
202401,서울특별시,동작구,보라매공원,731265,212385725,1076495058,1279407363,1086823634,639091956,536434,163640354,806029901,909842723,772903765,447969450
202312,서울특별시,영등포구,영등포유통상가,0,40150453,172169344,251509904,185768527,98173712,0,19728790,70976420,84130584,71391217,45973420
202402,서울특별시,용산구,용산 전자상가_4,305865,66540074,288154802,352725853,246966987,141785428,247324,41939576,140106460,140125213,123251032,79831981
202311,서울특별시,광진구,어린이대공원_1,565113,335223898,622239998,442442053,484122164,174996430,532985,226030403,419756536,302751903,353112882,134705247
202403,서울특별시,서초구,포이사거리_2,906149,132426959,587290009,712948973,667976653,385281442,672786,61651467,265901296,289257945,233159495,150834503
202309,서울특별시,서초구,서초역,0,33964347,241649127,439384044,481589849,433255152,0,17362348,140272918,221651104,244379404,299254505
202404,서울특별시,강동구,둔촌동역,1407589,94461518,464172380,661229177,734697721,526835646,1098135,61343698,336629462,409264566,417811886,301357673
202309,서울특별시,서초구,교대역_4,804058,131167302,533511978,1004080051,1150403977,838120850,449460,68856681,286836887,507830644,550182454,466471824
202309,서울특별시,강북구,수유역_3,283069,124173484,310352114,361631673,317613201,219905213,307387,79706792,200358437,216528146,175773187,117336530
202402,서울특별시,강북구,수유역_3,195886,80309795,257428294,346489019,390109514,236837395,195685,53003516,158102379,209744011,183828637,117717813
202404,서울특별시,은평구,연신내역_3,951424,44974619,162049597,256860699,340655564,414422410,1326455,40620265,154225890,235620505,309493878,400820820
202401,서울특별시,은평구,연신내역_3,498857,39536010,167778977,247916303,340060064,454807607,533457,35949697,161271040,257101620,342604158,451660722
202310,서울특별시,구로구,디지털단지오거리,0,35857209,180502680,239420038,189356938,91052485,0,17254644,77006897,71651418,67819584,29122602
202406,서울특별시,구로구,디지털단지오거리,0,23898335,201401705,176948120,317553227,131310429,0,14369045,72073979,75818318,93508112,53351807
202404,서울특별시,영등포구,국회의사당역_1,0,45591766,359262298,399038444,357959960,152409995,0,18870154,133079324,151755996,124671753,62118518
202312,서울특별시,강남구,대치역_1,4019617,7399308,43991327,146726039,124573267,87303811,5715765,6823021,37303835,139578028,119248018,75909137
202312,서울특별시,동작구,총신대입구역_1,6250927,773666207,2265481286,1670263728,1759454270,1456115043,4634779,483334305,1148044885,977097387,1072078138,970185688
202401,서울특별시,관악구,신림역_4,738917,399519152,1264026709,850933505,609217044,494049916,400216,197823887,565715044,331400184,288462381,271876373
202307,서울특별시,종로구,종각역,0,20791793,172284537,349875941,252108555,80080610,0,10041743,66091172,119184202,83410730,28397219
202308,서울특별시,동대문구,신설동역_2,2637131,123686882,363887675,458056708,465997558,342771057,2077889,97273684,260480840,328678176,310294523,220255905
202309,서울특별시,중구,종묘앞_1,0,84502974,223244946,163697910,127614503,113150460,0,70691754,180248511,119195486,86231503,45652309
202307,서울특별시,강남구,은마아파트입구사거리_1,6546844,12296356,28654166,176561533,206629922,49245724,7806820,13876703,29602453,186561040,216384875,37739613
202310,서울특별시,중랑구,사가정역,1000942,166479801,386304397,377112120,321451305,245600457,1117355,132135365,292514864,270667036,232859832,163495738
202404,서울특별시,서초구,신사역_1,874998,87639763,495307618,728221410,690363654,488594627,506910,40067560,214206424,266757374,237333937,177571594
202312,서울특별시,송파구,석촌역,0,19493377,59064263,108625185,98776556,34979129,0,15073051,45755948,42400338,34730762,27258628
202404,서울특별시,강남구,신사역_2,346,120290985,783030756,645736800,432155243,156678111,165,111894563,557321053,421678223,226031097,90192280
202404,서울특별시,중구,동대문시장_2,302484,143922628,564419568,607267966,504784122,305389272,199311,111483242,430473859,457549545,358967933,233292671
202405,서울특별시,강남구,논현역_1,548864,1337814096,4675783487,3606048048,2099019622,833913640,187654,692660379,2309640924,1530147255,866319634,394798428
202310,서울특별시,강남구,뱅뱅사거리_1,361,79117039,266631697,296464697,199821447,103079516,199,43304162,137094600,129429844,93010176,42588659
202405,서울특별시,강남구,선릉역_4,9040958,726195399,3504920690,3922598031,3043094691,1033147647,8058809,394113949,1762040097,1848309923,1472227825,510266273
202404,서울특별시,강남구,선릉역_4,9333468,733823620,3583675308,4142431709,3049182084,1040152595,7966165,365537195,1689234644,1760151071,1420469357,479274164
